raison_sociale;adresse_complete;cp_ville;lat;lng
CTRE MEDICO PSYCHOLOGIQUE 78G16;55 R SADI CARNOT;78120 RAMBOUILLET;48.6482218;1.830715
CMP;7 R DE ROUEN;95300 PONTOISE;49.0497457;2.0911242
GPE HOSP SAINT-JOSEPH;185 R RAYMOND LOSSERAND;75674 PARIS CEDEX 14;48.836198;2.3220607
HOPITAL COCHIN-TARNIER (AP-HP);89 R D'ASSAS;75006 PARIS;48.8418464;2.3354499
HÔPITAL DE JOUR  RENE DIATKINE;6 R DU CONVENTIONNEL CHIAPPE;75013 PARIS;48.8188166;2.3631339
CHNO DES QUINZE-VINGT PARIS;28 R DE CHARENTON;75571 PARIS CEDEX 12;48.8512676;2.372193
CMP ENFANTS RIQUET;114 AV DE FLANDRE;75019 PARIS;48.8919202;2.3786238
SERVICE CENTRAL DES AMBULANCES;28 R DE L'ENTREPOT;94225 CHARENTON LE PONT CEDEX;48.8235618;2.4008172
CLINIQUE D'YVELINE;12 RTE DE RAMBOUILLET;78125 VIEILLE EGLISE EN YVELINES;48.6629222;1.8697039
HOPITAL DE JOUR SECT 78 G 08;4 AV JEAN JAURES;78500 SARTROUVILLE;48.9421292;2.1626174
"CMP 92I06 ENFANTS ""PETIT-CLAMART""";18 R ILE-DE-FRANCE;92140 CLAMART;48.78391;2.2454026
CMP ADULTES FRANÇOISE MINKOWSKA;12 R JACQUEMONT;75017 PARIS;48.8880292;2.3227945
CENTRE DE REEDUCATION FONCTIONNELLE;5 R DE LA CLAIRIERE;91000 EVRY;48.6384035;2.4252976
CATTP 94G05;8 BD DE CHAMPIGNY;94100 ST MAUR DES FOSSES;48.8075635;2.5089962
HOPITAL DE JOUR GAUSSON;13 R LEO GAUSSON;77400 LAGNY SUR MARNE;48.8695328;2.706672
CATTP PETITE ENFANCE;6 AV MONDETOUR;95000 CERGY;49.0467903;2.0350328
CENTRE DE PSYCHOTHERAPIE D'OSNY-STORS;3 R XAVIER BICHAT;95520 OSNY;49.0749455;2.0756098
CENTRE LAENNEC MPR;21 R MAXIMILIEN ROBESPIERRE;92240 MALAKOFF;48.8105501;2.2947826
GROUPE PUBLIC DE SANTE PERRAY VAUCLUSE;R RIVOLI;91360 EPINAY SUR ORGE;48.6655834;2.3109301
CLINIQUE GEOFFROY SAINT-HILAIRE;59 R GEOFFROY SAINT HILAIRE;75005 PARIS;48.8435919;2.3549532
HOPITAL JOUR DE CHEVILLY LARUE;50 R DU PETIT LEROY;94550 CHEVILLY LARUE;48.7717798;2.3568321
CLINIQUE JEANNE D'ARC;11 R PONS CARME;75013 PARIS;48.8265034;2.3676796
HOPITAL DE JOUR-C.H.I VILLENEUVE;22 AV GAMBETTA;94190 VILLENEUVE ST GEORGES;48.7306525;2.4559826
CMP DU PARC;1 RES DU PARC DE LA MAIRIE;77190 DAMMARIE LES LYS;48.4940443;2.5984803
C.H. FRANCOIS QUESNAY MANTES;2 BD SULLY;78201 MANTES LA JOLIE CEDEX;48.9989549;1.6770312
CTRE READAPT. CHATAIGNERAIE MENUCOURT;R BERNARD ASTRUC;95180 MENUCOURT;49.0301613;1.978075
CENTRE MEDICO-PSY.91-I-01;4  BIS RUE MICHEL;91410 DOURDAN;48.5304962;2.0126364
CLINIQUE ARAGO;95 BD ARAGO;75014 PARIS;48.8344938;2.3347228
C.M.P. INFANTO-JUVENILE;16 AV CHARLES GIDE;94270 LE KREMLIN BICETRE;48.80781;2.356179
CENTRE PASTEUR;13 R PASTEUR;75011 PARIS;48.8623164;2.3756075
CENTRE MEDICO-PSYCHOLOGIQUE;4 ALL YAN PALLACH;93270 SEVRAN;48.93897;2.538716
CENTRE MEDICO-PSY SECT.78-I-2;1 R CHARLES BOURSEUL;78700 CONFLANS STE HONORINE;48.9990424;2.1054989
CMP 92I07 ENFANTS;138 AV DE LA DIVISION LECLERC;92290 CHATENAY MALABRY;48.7630962;2.2790784
"HOPITAL DE JOUR "" L'ETINCELLE""";146 AV DE SAINT-OUEN;75018 PARIS;48.8968974;2.3290195
"LONG SEJOUR  ""LES FLORALIES""";2 R DESCARTES;93171 BAGNOLET CEDEX;48.8687478;2.4261328
CTRE MEDICO-PSYCHOLOGIQUE 77 I05;AV HENRI DUNANT;77100 MEAUX;48.9465009;2.8966667
CATTP DE COULOMMIERS;4 R GABRIEL PÉRI;77527 COULOMMIERS CEDEX;48.8266164;3.0977722
CLINIQUE VILLA MONTSOURIS;115 R DE LA SANTE;75013 PARIS;48.8288102;2.3415387
AGEPS  (AP-HP);7 R DU FER A MOULIN;75005 PARIS;48.8392397;2.3554403
GHJD SITE HOPITAL DUPUYTREN;1 R EUGENE DELACROIX;91210 DRAVEIL;48.6748361;2.4135242
C.M.PSY.INFANTO-JUVENILE-CHIC;6 R DU CHEMIN VERT;94380 BONNEUIL SUR MARNE;48.7726513;2.4835444
CENTRE MEDICO-PSY;84 R PAUL THOMOUX;93330 NEUILLY SUR MARNE;48.8624955;2.5303123
CENTRE MEDICO PSY;125 BD BARGUE;93370 MONTFERMEIL;48.8996027;2.5551798
CENTRE DE LONG SEJOUR CH MANTES;R GOUNOD;78200 MANTES LA JOLIE;48.9993654;1.6770199
CENTRE MEDICO-PSY SECT.78 I 1;222 BD DU MARÉCHAL JUIN;78200 MANTES LA JOLIE;48.9946588;1.6947573
CENTRE SOINS DE SUITE LES ABONDANCES;56 R DES ABONDANCES;92100 BOULOGNE BILLANCOURT;48.8466901;2.2304031
HOPITAL DE JOUR I05;ROUTE DE NOISY;95260 BEAUMONT SUR OISE;49.144338;2.290411
CMP ENFANTS PIERRE DEMOURS;15 R PIERRE DEMOURS;75017 PARIS;48.8806069;2.2930475
CMP ADULTES 92G01 (THORETTON);29 R JEAN JAURES;92230 GENNEVILLIERS;48.9306193;2.2950665
CLINIQUE CHIRURG ALLERAY-LABROUSTE;64 R LABROUSTE;75015 PARIS;48.832139;2.3065391
HOPITAL GOUIN;2 R GASTON PAYMAL;92110 CLICHY;48.9016788;2.3110079
HOPITAL DE JOUR JEAN DOLLFUS;8 R JEAN DOLLFUS;75018 PARIS;48.8966443;2.3334914
CMP ADULTES JEAN-DOLLFUS;8 R JEAN-DOLLFUS;75018 PARIS;48.8966443;2.3334914
INSTITUT CURIE;26 R D'ULM;75005 PARIS;48.8435418;2.3447836
HOPITAL SAINT-LOUIS (AP-HP);1 AV CLAUDE VELLEFAUX;75475 PARIS CEDEX 10;48.872706;2.3696898
C.H.I DE VILLENEUVE-ST-GEORGES;40 ALL DE LA SOURCE;94195 VILLENEUVE S GEORGES CEDEX;48.721773;2.452848
CTRE MEDICO-PSYCHOLOGIQUE I01;1 PL DE LA REPUBLIQUE;91490 MILLY LA FORET;48.4032072;2.4667978
CLINIQUE GASTON METIVET;48 R ALSACE LORRAINE;94100 ST MAUR DES FOSSES;48.8050199;2.4778272
CAC H JOUR  93G09-15-16;81 AV JEAN JAURES;93110 ROSNY SOUS BOIS;48.8666216;2.487015
CMP GOURLET;2 R LOUIS GOURLET;94170 LE PERREUX SUR MARNE;48.8468194;2.5074412
HOPITAL PRIVE DE MARNE CHANTEREINE;R CURIE;77177 BROU SUR CHANTEREINE;48.88407;2.629476
CENTRE LONG SEJOUR DU CH MEULAN;1 QU ALBERT 1ER;78250 MEULAN;49.0032371;1.909192
CTRE THERAPEUTIQUE ASTREA;11 R DE LA GRANDE OURS;95800 CERGY;49.0522778;2.0319485
LONG SEJOUR DU CENTRE DE GERONTOLOGIE;1 R JEAN MERMOZ;78460 CHEVREUSE;48.707444;2.0342891
USLD CH SUD ESSONNE;26 AV CHARLES DE GAULLE;91152 ETAMPES CEDEX;48.420133;2.1510479
CMP JANINE SIMON;15 AV AUGUSTINE;92250 LA GARENNE COLOMBES;48.9067809;2.2369565
CENTRE DE LA TERRASSE;11 ALL DE LA TERRASSE;91700 STE GENEVIEVE DES BOIS;48.6393755;2.3156353
CLINIQUE DES SOURCES;6B AV DE LA TERRASSE;95160 MONTMORENCY;48.9920143;2.3177992
FOYER RELAIS;31T R DE LIÈGE;75008 PARIS;48.8793965;2.3255331
CLINIQUE SAINTE GENEVIEVE;29 R SARRETTE;75014 PARIS;48.8263439;2.3294242
CMP ENFANTS ALFRED BINET;76 AV EDISON;75013 PARIS;48.8302065;2.3582458
ANNEXE CMP VILLEJUIF (CAP);9 R GUYNEMER;94800 VILLEJUIF;48.79269;2.3676034
HOPITAL DE JOUR DE SARCELLES G09;66 AV MAX DORMOY;95200 SARCELLES;49.0035293;2.3820346
CLINIQUE DU PRÉ ST GERVAIS;10 R SIMONNOT;93315 LE PRE ST GERVAIS CEDEX;48.8851387;2.4018254
CENTRE JEAN MACE;12 R EMILE BEAUFILS;93100 MONTREUIL;48.8711305;2.4537296
DISPENSAIRE D HYGIENE SOCIALE;51 R EDOUARD BRANLY;93100 MONTREUIL;48.8698553;2.4599767
CENTRE DU BOIS D'AMOUR;19 R DU BOIS D'AMOUR;93700 DRANCY;48.9139835;2.4603152
APPT THERAP APPSM GONESSE;R BERNARD FEVRIER;95503 GONESSE CEDEX;48.984332;2.460589
UMPR PARIS EST;7 R JEAN MOULIN;93130 NOISY LE SEC;48.8940447;2.4661309
HOPITAL DE JOUR LE PERREUX;49B AV LEDRU ROLLIN;94170 LE PERREUX SUR MARNE;48.841643;2.4996845
APPT THERAPEUTIQUE BATIMENT C;3 RLE MARIANNE;95360 MONTMAGNY;48.9773019;2.3511398
CMP DE VILLEJUIF;3 PAS DU MOUTIER;94800 VILLEJUIF;48.7923682;2.3660472
ESPACE JEUNES ADULTES;29 R DU FBG ST-ANTOINE;75011 PARIS;48.8525974;2.3716623
CMP ENFANTS EUGENIE EBOUE (PITIE-SALP);14 R EUGENIE EBOUE;75012 PARIS;48.8457132;2.386425
HOPITAL DE JOUR 936G04 LA COURNEUVE;6 ALL DU VERCORS;93120 LA COURNEUVE;48.9312891;2.3971355
CMP REPUBLIQUE;65 AV DE LA REPUBLIQUE;94290 VILLENEUVE LE ROI;48.7317644;2.4121111
CMP BARBUSSE 93 I 04;100 AV BARBUSSE;93150 LE BLANC MESNIL;48.9416138;2.4641208
C.M.P.PSY.INFANTO-JUV.-FONTENAY;24 R EMILE ROUX;94120 FONTENAY SOUS BOIS;48.847234;2.4649349
CMP 94G02 -NOGENT/MARNE;66 R COULMIERS;94130 NOGENT SUR MARNE;48.8421002;2.4917923
USLD MARIE CAZIN - CH DES MURETS;17 R DU GENERAL LECLERC;94510 LA QUEUE EN BRIE;48.7857894;2.5804062
CMP 78I02;10 R DU CHAMP GAILLARD;78300 POISSY;48.9194648;2.0219685
CH VERSAILLES ANDRE MIGNOT;177 R DE VERSAILLES;78157 LE CHESNAY CEDEX;48.8252338;2.1280378
CENTRE DU PARC DE SAINT-CLOUD AVRAY;28 R PRADIER;92410 VILLE D AVRAY;48.828945;2.1969822
MATERNITE SAINTE FELICITE;37 R SAINT LAMBERT;75015 PARIS;48.8367925;2.2929899
CHS ADULTE REPUBLIQUE;39 AV REPUBLIQUE;75011 PARIS;48.8653523;2.3743709
HOPITAL DE JOUR CHOISY LE ROI;19 R PASTEUR;94600 CHOISY LE ROI;48.7668731;2.4180529
HOPITAL PRIVE DE LA SEINE SAINT DENIS;7 AV HENRI BARBUSSE;93156 LE BLANC MESNIL CEDEX;48.9363668;2.457888
LONG SEJOUR LA ROSERAIE MAISON BLANCHE;3 AV JEAN JAURES;93330 NEUILLY SUR MARNE;48.8628283;2.5456381
ANTENNE 15;21 ALL VEUVE LINDET GIRARD;93390 CLICHY SOUS BOIS;48.9111242;2.5529306
CATTP LE PARI;10 R MAIL VICTOR JARA;93160 NOISY LE GRAND;48.8388188;2.554556
CLINIQUE DU CHATEAU DE PERREUSE;CHT DE PERREUSE;77260 LA FERTE SOUS JOUARRE;48.950507;3.130059
CATTP;119 AV PABLO PICASSO;92000 NANTERRE;48.8889165;2.2250253
CMP DE MASSY;15 AV NATIONALE;91300 MASSY;48.7285444;2.2859729
CENTRE MEDICO PSYCH.ALLIANCE;9 R ALLIANCE;93400 ST OUEN;48.9102823;2.3364276
CENTRE MEDICO PSYCHOLOGIQUE;9 R ST JUST;93120 LA COURNEUVE;48.9254237;2.3834116
HOPITAL EUROPEEN LA ROSERAIE;120 AV DE LA REPUBLIQUE;93308 AUBERVILLIERS CEDEX;48.9054665;2.3900414
HÔPITAL DE JOUR 93G10 MONTREUIL;28 AV PASTEUR;93100 MONTREUIL;48.8671435;2.444103
CENTRE MEDICO PSYCHOLOGIQUE;28 AV DE LA HAUTE BORNE;93700 DRANCY;48.9223205;2.4457929
CH SUD FRANCILIEN;59 BD HENRI DUNANT;91106 CORBEIL ESSONNES CEDEX;48.5974652;2.479514
CENTRE HOSPITALIER DE MARNE LA VALLEE;2 COUR DE LA GONDOIRE;77600 JOSSIGNY;48.8515089;2.7705846
CTRE MEDICO-PSYCHOLOGQIE 77I04;12 R CURIE;77440 LIZY SUR OURCQ;49.03036;3.0129085
HJ JEAN-MARTIN CHARCOT 78G16;18 R DUBUC;78120 RAMBOUILLET;48.6482446;1.8300573
C.E.R.R.S.Y.;72 R DE L'ETANG DE LA TOUR;78513 RAMBOUILLET CEDEX;48.650563;1.8709101
CENTRE MEDICO PSYCH. 78-G-04;15 ALL DES TAMARIS;78480 VERNEUIL SUR SEINE;48.9836271;1.9711769
CMP/CATTP 92I05 ENFANTS ET ADOLESCENTS;41 R SAINT-DENIS;92100 BOULOGNE BILLANCOURT;48.8457559;2.2321347
APPART THERAP CROIX MARINES ARGENTEUIL;31 R JEAN BORDEREL;95100 ARGENTEUIL;48.9443382;2.2520856
INSTITUT MUTUALISTE MONTSOURIS;42 BD JOURDAN;75674 PARIS CEDEX 14;48.8218125;2.3325274
CLINIQUE MEDICALE DE DIETETIQUE;8 BD RICHERAND;94440 VILLECRESNES;48.7220222;2.5316559
WINNICOTT UNITE PSYCHITRIAQUE 77G16;3B R PIERRE MENDES FRANCE;77200 TORCY;48.8408014;2.6526952
LONG SEJOUR DE L'HOPITAL HOUDAN;42 R DE PARIS;78550 HOUDAN;48.7927308;1.6004891
CTRE READ JEUNES ST CYR 78 I0 4;11 SQ ANATOLE FRANCE;78210 ST CYR L ECOLE;48.80336;2.0623561
CTRE DE LONG SEJOUR NIVARD ST-GERMAIN;20 R ARMAGIS;78105 ST GERMAIN EN LAYE CEDEX;48.8976125;2.0856312
HOPITAL DU VESINET;72 AV DE LA PRINCESSE;78110 LE VESINET;48.882914;2.1308833
"CLINIQUE ""VILLA DES PAGES""";40 AV HORACE VERNET;78110 LE VESINET;48.8978213;2.1356046
CMP 92I06 ENFANTS;41 AV GÉNÉRAL LECLERC;92350 LE PLESSIS ROBINSON;48.7833609;2.2667654
CTRE CHIRURGICAL AMBROISE PARE;27 BD VICTOR HUGO;92200 NEUILLY SUR SEINE;48.8865175;2.2793491
HOPITAL PRIVE D'ANTONY;1 R VELPEAU;92160 ANTONY;48.7566772;2.3023535
CENTRE MEDICO-PSY. 91 I01;1 R DE LA CORNE;91590 LA FERTE ALAIS;48.4831678;2.3477372
HOPITAL BICETRE (AP-HP);78 R DU GENERAL LECLERC;94275 LE KREMLIN BICETRE CEDEX;48.8098994;2.3575537
CENTRE HOSPITALIER F.H. MANHES;8 R ROGER CLAVIER;91700 FLEURY MEROGIS;48.6294553;2.3609616
CMP ADULTES CRIMÉE;97 R DE CRIMÉE;75019 PARIS;48.8842436;2.3840322
POLYCLINIQUE LA CONCORDE;90 R MARCEL BOURDARIAS;94140 ALFORTVILLE;48.8048644;2.4241601
ECOLE EXPERIMENTALE;63 R PASTEUR;94380 BONNEUIL SUR MARNE;48.7758041;2.477626
CH DÉPARTEMENTAL DE STELL;1 R CHARLES DROT;92501 RUEIL MALMAISON CEDEX;48.8769024;2.1868153
CLINIQUE JOUVENET;6 SQ JOUVENET;75016 PARIS;48.8422877;2.2661735
GROUPEMENT HOSPIT.EAUBONNE MONTMORENCY;28 R DU DOCTEUR E.ROUX;95602 EAUBONNE CEDEX;48.9996477;2.2727137
CTRE D'ACCUEIL THERAP.A TEMPS PARTIEL;7 R DU PARC;94230 CACHAN;48.7923406;2.3363946
CATTP 93 I 01;2 R EUGENE HENAFF;93200 ST DENIS;48.9471864;2.349859
CMP GOUBET INFANTO-JUVENIL;18 R GOUBET;75019 PARIS;48.8858515;2.3901062
"GROUPES THERAP. ""CLUB SOLO""";10 R DE LA SOLIDARITE;75019 PARIS;48.8837441;2.3914379
CCASA MONTREUIL;112 R DE LAGNY;93100 MONTREUIL;48.8493764;2.4193581
CENTRE MEDICO CHIRURGICAL FLOREAL;40 R FLOREAL;93170 BAGNOLET;48.8784333;2.4311726
CMCO D' EVRY;4 AV DE MOUSSEAU;91035 EVRY CEDEX;48.6308053;2.4501179
CTRE MEDICO-PSYCHOLOGIQUE 77G04;R DES GRATTONS;77160 PROVINS;48.537047;3.286581
CLINIQUE DU PONT DE SEVRES;76 R DE  SILLY;92100 BOULOGNE BILLANCOURT;48.8365478;2.2322864
ATELIERS 18;28 BD DE STALINGRAD;92240 MALAKOFF;48.8117064;2.295666
CLINIQUE NEURO-PSY LES ORCHIDÉES;3 R ARISTIDE BRIAND;95580 ANDILLY;49.0058726;2.3025221
MAISON DE CHIRURGIE CLINIQUE TURIN;9 R DE TURIN;75008 PARIS;48.8801161;2.3250706
CENTRE HOSPITALIER LOUISE MICHEL;QUA DU CANAL COURCOURONNES;91000 EVRY;48.6345486;2.4118317
CTRE DE READAPT A CALMETTE DE YERRES;1 R DE LA GRANGE;91330 YERRES;48.715242;2.4931809
CMP ADULTE 77G09-10;PL PIERRE DE COUBERTIN;77610 FONTENAY TRESIGNY;48.709931;2.8704863
CMP INFANTO JUVENILE DU 8 MAI;20 SQ DU 8 MAI 1945;77610 FONTENAY TRESIGNY;48.7064058;2.8742121
CENTRE HOSPITALIER DE BLIGNY;RTE DE BLIGNY;91640 BRIIS SOUS FORGES;48.6224791;2.1471169
CLINIQUE DU PLATEAU;5 R DES CARNETS;92140 CLAMART;48.7909978;2.2621687
IHFB - SITE BARBES;3 R BARBES;92300 LEVALLOIS PERRET;48.8901848;2.2811068
HOPITAL LA PITIE SALPETRIERE;47 BD DE L'HOPITAL;75013 PARIS;48.8386062;2.3608109
CLIN. SOINS DE SUITE BELLOY EN FRANCE;13 R DU GENERAL LECLERC;95270 BELLOY EN FRANCE;49.0914352;2.3671005
CENTRE POPINCOURT;6 R DE L'ASILE POPINCOURT;75011 PARIS;48.8596911;2.3741563
CMP.C.R.F. BAGNOLET;4B R DU LIEUTENANT THOMAS;93170 BAGNOLET;48.8597963;2.4196213
UNITE ACCUEIL ACTIVITE THERAPEU;4 R EUGENE VARLIN;93100 MONTREUIL;48.8596169;2.4469399
UNITE CLINIQUE JACQUES LACAN;10 R ROSSINI;91330 YERRES;48.704174;2.4813014
C.M.P. DU VAL D'YERRES/ SECTEUR 91 G11;1 R DE LA GRANGE;91330 YERRES;48.715242;2.4931809
CMP INFANTO BOISSY ST LEGER;4 PL DE LA CHESNAIE;94470 BOISSY ST LEGER;48.7543354;2.4982443
POLYCLINIQUE DE LA FORET;4 R LAGORSSE;77300 FONTAINEBLEAU;48.4111732;2.6988962
CMP DE RUEIL;34 AV ALBERT 1ER;92500 RUEIL MALMAISON;48.8822765;2.1774292
HAD CH COURBEVOIE NEUILLY;30 R KILFORD;92205 NEUILLY SUR SEINE CEDEX;48.9010026;2.2535691
HOPITAL DE JOUR VIALA;29 R VIALA;75015 PARIS;48.8500712;2.289451
CATTP ADULTES 92G02 (VICTOIRES);16 PL DES VICTOIRES;92600 ASNIERES SUR SEINE;48.9104132;2.2921336
CENTRE MEDICO-PSY. 95I03;104 R PIERRE BROSSOLETTE;95200 SARCELLES;48.9953257;2.379281
C.M.P. M.ALFORT (H CHEN MONDOR);72 AV GAMBETTA;94700 MAISONS ALFORT;48.8098914;2.4439248
USLD LES VIGNES CHI VILLENEUVE ST GEOR;8 R DES VIGNES;94190 VILLENEUVE ST GEORGES;48.7315922;2.450506
HOPITAL DE JOUR POUR ADULTES;1 R DES ECOLES;94000 CRETEIL;48.7930215;2.4648016
CTRE MEDICO-PSYCHOLOGIQUE 77G8-9;66 AV DE DANTZIG;77340 PONTAULT COMBAULT;48.8084024;2.6108902
HOPITAL DE JOUR DU C.H DE LAGNY;3 AV DE L'AVENIR;77340 PONTAULT COMBAULT;48.8034516;2.6121832
CH DE LA MAULDRE SITE SAINT LOUIS;23 R SAINT LOUIS;78760 JOUARS PONTCHARTRAIN;48.8051346;1.9042299
CENTRE LES P'TITS LOUPS;87 R DU BRULOIR;95000 CERGY;49.0292991;2.0709396
CATTP;AV GRANDE TERRASSE;78170 LA CELLE ST CLOUD;48.8420662;2.1295987
CENTRE MEDICO-PSYCHOLOGIQUE 78-I-03;27 R LAMARTINE;78500 SARTROUVILLE;48.9370281;2.1601652
POLYCLINIQUE DU PLATEAU;21 R DE SARTROUVILLE;95870 BEZONS;48.934021;2.204071
LA CITÉ DES FLEURS;1 R DE DIEPPE;92400 COURBEVOIE;48.8996709;2.2386064
CLINIQUE D'ORGEMONT;48 R D'ORGEMONT;95100 ARGENTEUIL;48.9549775;2.2676331
HOPITAL D'ENFANTS MARGENCY;18 R ROGER SALENGRO;95580 MARGENCY;49.0029759;2.292611
CATTP ADOLESCENTS;29 R GABRIEL PERI;93200 ST DENIS;48.9331341;2.3554134
CENTRE DU FIGUIER;2 R DU FIGUIER;75004 PARIS;48.8536066;2.3592976
ETS DE SANTE DU CH DE JUVISY SUR ORGE;9 R CAMILLE FLAMMARION;91260 JUVISY SUR ORGE;48.6898559;2.3731338
CENTRE MEDICO-PSYCHOLOGIQUE 94G10;4 R MARCO POLO;94600 CHOISY LE ROI;48.7527341;2.4137017
CLINIQUE LA FRANCILIENNE;16 AV JACQUES HEUCLIN;77340 PONTAULT COMBAULT;48.7989393;2.603158
LONG SEJOUR HOPITAL DE NEMOURS;15 R DES CHAUDINS;77796 NEMOURS CEDEX;48.2621834;2.7053384
HOPITAL DE JOUR LA SOURIS VERTE;23 BD GAMBETTA;78300 POISSY;48.9324348;2.0443124
CENTRE HOSPITALIER TH. ROUSSEL;1 R PHILIPPE MITHOUARD;78360 MONTESSON;48.9233878;2.1327266
CHI  DES PORTES DE L'OISE A BEAUMONT;25 R EDMOND TURCQ;95260 BEAUMONT SUR OISE;49.1448415;2.2913477
CMP ENFANTS 92I01 (PETITES MURAILLES);18 R DES PETITES MURAILLES;92230 GENNEVILLIERS;48.9318698;2.2971424
ETABLISSEMENT ARPEGE;49B R KLOCK;92110 CLICHY;48.9021234;2.3154637
CENTRE HOSPITALIER STE-ANNE;1 R CABANIS;75674 PARIS CEDEX 14;48.8302646;2.3412612
"HÔPITAL DE JOUR ""CENTRE SERGE LEBOVICI";4 BD AUGUSTE BLANQUI;75013 PARIS;48.8311205;2.35407
C.H.G ST DENIS (HOP . CASANOVA);11 R DANIELE CASANOVA;93205 ST DENIS CEDEX;48.9299208;2.3607143
CMP ENFANTS OBERKAMPF;197 R OBERKAMPF;75011 PARIS;48.8670173;2.3828579
CENTRE ACCUEIL THERAPEUTIQUE;57 R LT LEBRUN;93000 BOBIGNY;48.908612;2.439712
CTRE HOSP  INTERCOMM  ANDRE GREGOIRE;56 BD DE LA BOISSIERE;93105 MONTREUIL CEDEX;48.878406;2.4533091
CENTRE MEDICO PSYCHOLOGIQUE;R DES BOIS DE GROSLAY;93700 DRANCY;48.918276;2.465465
CTRE DE SOINS DE SUITE ET RÉADAPTATION;1 R DE LA GRANGE;91330 YERRES;48.715242;2.4931809
CTRE D'ACCUEIL THERAP.A TEMPS PARTIEL;12 R DE CHENNEVIÈRES;94350 VILLIERS SUR MARNE;48.818832;2.5392128
HOPITAL PRIVE DU VERT GALANT;38 R DE FLANDRE;93290 TREMBLAY EN FRANCE;48.9409456;2.5727179
CATTP FONTAINEBLEAU;183 R GRANDE;77300 FONTAINEBLEAU;48.410935;2.7050233
CLINIQUE DE TOURNAN;2 R JULES LEFEBVRE;77220 TOURNAN EN BRIE;48.7420951;2.7585444
CLINIQUE MONTEVIDEO;44 R DE LA TOURELLE;92100 BOULOGNE BILLANCOURT;48.8412823;2.2506912
CATTP ADULTES;38 R DU PONT;92200 NEUILLY SUR SEINE;48.8878771;2.2581502
CLINIQUE CLAUDE BERNARD;9 AV LOUIS ARMAND;95124 ERMONT CEDEX;48.9812151;2.2645239
HAD 92G04;7 R CAMILLE DESMOULINS;92300 LEVALLOIS PERRET;48.8888994;2.2843171
HOPITAL DE JOUR VINCENT VAN GOGH;178 R DE VAUGIRARD;75015 PARIS;48.8422161;2.3102443
HOPITAL DE JOUR G07;83 R DE LA BARRE;95170 DEUIL LA BARRE;48.9701291;2.3215162
URF LEOPOLD BELLAN;16 R DE L'AQUEDUC;75010 PARIS;48.8805432;2.3601462
FONDATION DE ROTHSCHILD (SSR);78 R DE PICPUS;75012 PARIS;48.8416869;2.3981239
CENTRE ACCUEIL THERAPEUTIQUE;2 R MANIGART;93300 AUBERVILLIERS;48.9120699;2.3982423
HOPITAL CLEMENCEAU (AP-HP);1 R GEORGES CLÉMENCEAU;91750 CHAMPCUEIL;48.5228847;2.4323906
APPARTEMENT THERAPEUTIQUE;13 AV DE LA REPUBLIQUE;93700 DRANCY;48.9215132;2.4437994
CENTRE MEDICO-PSY.UDSM;39 AV CARNOT;94500 CHAMPIGNY SUR MARNE;48.8120365;2.5060134
HOPITAL RENE MURET (AP-HP);52 AV DU DOC SCHAFFNER;93270 SEVRAN;48.9365054;2.5115767
HOPITAL DE JOUR MARIE-ROSE MAMELET;17 AV HENIN;77500 CHELLES;48.8804358;2.5826564
CENTRE MEDICO-PSY. 77 G 03;48 SQ NOBEL;77350 LE MEE SUR SEINE;48.5423198;2.627017
CTRE REEDUCATION FCTIONNELLE INFANTILE;34 AV ALFRED ROLL;77590 BOIS LE ROI;48.4803901;2.6795404
CENTRE DE LONG SEJOUR J.B. CARTRY;12 BD GAMBETTA;95640 MARINES;49.1460735;1.9767876
JARDIN D'ENFANT THERAPEUTIQUE 78I04;15 R BLAISE PASCAL;78390 BOIS D ARCY;48.7993399;2.0172275
CTRE MEDICO PSYCHOLOGIQUE 78G10;6 AV DE LA DRIONNE;78170 LA CELLE ST CLOUD;48.8461371;2.1346496
C.A.P.S.P.E 91 I 04;R DES BERGERES;91940 LES ULIS;48.684757;2.16745
CLINIQUE DE L'ALMA;166 R DE L'UNIVERSITE;75007 PARIS;48.8611632;2.3055112
CONSULT PSYCHO-PATHO ADO ET LA FAMILLE;1 PL DU PARVIS NOTRE DAME;75004 PARIS;48.854402;2.348489
CATTP ADULTES DARIUS MILHAUD;32 AV DARIUS MILHAUD;75019 PARIS;48.8842154;2.3885101
CENTRE MEDICO PSYCHOLOGIQUE;16 AV MARECHAL JUIN;93260 LES LILAS;48.8801409;2.4218249
CENTRE MEDICO-PSYCH.CHALONS;3 R DE CHALONS;93130 NOISY LE SEC;48.889974;2.4502988
CENTRE MEDICO-PSYCHOLOGIQUE;26 R LOUIS LEMESLE;93150 LE BLANC MESNIL;48.9357884;2.4654882
CENTRE MEDICO-PSYCHOLOGIQUE;1 R EUGENIE COTTON;93420 VILLEPINTE;48.9566359;2.5468476
CATTP EQUIPE MOBILE;178 R DES RENOUILLERS;92700 COLOMBES;48.9235629;2.2363296
HOP. DE JOUR 92G05 LA GARENNE COLOMBES;23B R DE PLAISANCE;92250 LA GARENNE COLOMBES;48.9099135;2.2509548
CLINIQUE HARTMANN;26 BD VICTOR HUGO;92200 NEUILLY SUR SEINE;48.8858935;2.2804182
HAD 92G18  MONTROUGE;7 R AMORY DU VAL;92120 MONTROUGE;48.816952;2.3239986
